System state is now RECORD
1000,1000
1468,1512
1472,1508
1468,1508
1472,1508
1468,1512
1468,1512
1472,1512
1468,1508
1472,1512
1468,1512
1468,1512
1472,1512
1468,1508
1472,1512
1468,1512
1468,1512
1468,1508
1472,1512
1472,1512
1472,1512
1468,1508
1468,1508
1468,1512
1472,1512
1468,1512
1472,1516
1468,1512
1472,1512
1472,1512
1472,1516
1472,1512
1468,1536
1472,1576
1472,1600
1468,1640
1468,1640
1472,1644
1468,1644
1472,1660
1468,1728
1472,1828
1472,1892
1472,1944
1472,1956
1472,1960
1472,1528
1468,1508
1472,1984
1472,1984
1468,1700
1468,1984
1468,1512
1468,1984
1472,1764
1472,1984
1472,1984
1468,1512
1468,1512
1472,1516
1460,1504
1116,1500
1000,1500
1000,1500
1000,1500
1000,1500
1000,1504
1000,1500
1000,1500
1000,1504
1000,1500
1000,1500
1456,1500
1468,1508
1468,1508
1468,1508
1468,1508
1468,1508
1464,1508
1468,1508
1464,1508
1464,1508
1464,1508
1468,1508
1468,1508
1468,1508
1468,1508
1468,1508
1468,1512
1468,1508
1468,1512
1468,1560
1468,1588
1468,1608
1468,1628
1464,1596
1468,1596
1468,1508
1464,1508
1468,1512
1468,1512
1464,1508
1468,1512
1468,1508
1468,1424
1468,1352
1468,1316
1464,1328
1468,1512
1468,1508
1464,1508
1468,1508
1468,1508
1468,1504
1484,1480
1468,1428
1464,1304
1464,1240
1464,1164
1468,1164
1468,1272
1468,1460
1468,1508
1468,1508
1468,1520
1468,1600
1468,1656
1468,1656
1468,1508
1468,1508
1468,1508
1484,1484
1468,1292
1468,1280
1464,1276
1468,1320
1468,1508
1468,1508
1472,1516
1492,1488
1504,1492
1592,1492
1960,1492
1964,1492
1964,1492
1964,1492
1964,1492
1964,1492
1964,1492
1964,1496
1456,1496
1468,1508
1472,1512
1472,1512
1472,1512
1468,1512
1472,1512
1472,1512
1472,1512
1468,1512
1472,1512
1472,1512
1472,1512
1468,1512
1472,1512
1472,1512
1472,1508
1472,1512
1468,1512
